Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
October 31 2023,Chesterfield,VA,Passenger,1,0,1,40,41,2.44
November 30 2023,Escambia,FL,Truck,1,0,1,26,27,3.70
April 30 2024,Snohomish,WA,Truck,334,0,334,120153,120487,0.28
October 31 2019,Grays Harbor,WA,Truck,0,0,0,20722,20722,0.00
November 30 2018,Columbia,WA,Truck,0,0,0,1516,1516,0.00
November 30 2018,Clallam,WA,Passenger,147,117,264,50321,50585,0.52
July 31 2022,San Mateo,CA,Passenger,3,0,3,98,101,2.97
December 31 2022,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
December 31 2021,Spokane,WA,Passenger,1307,751,2058,326796,328854,0.63
September 30 2024,Suffolk,MA,Passenger,2,0,2,20,22,9.09
February 28 2021,Arapahoe,CO,Passenger,1,0,1,130,131,0.76
January 31 2021,Nassau,FL,Passenger,1,0,1,37,38,2.63
October 31 2021,Whatcom,WA,Passenger,1580,644,2224,150224,152448,1.46
September 30 2022,Lincoln,WA,Passenger,10,16,26,7710,7736,0.34
October 31 2024,Camden,GA,Passenger,1,0,1,77,78,1.28
January 31 2020,Brevard,FL,Passenger,0,1,1,92,93,1.08
September 30 2021,Essex,NJ,Passenger,2,0,2,14,16,12.50
June 30 2022,Brown,WI,Passenger,1,0,1,8,9,11.11
February 28 2017,Walla Walla,WA,Passenger,17,21,38,34772,34810,0.11
November 30 2021,Bexar,TX,Passenger,2,4,6,544,550,1.09
August 31 2019,Sedgwick,KS,Passenger,1,1,2,103,105,1.90
April 30 2022,Essex,MA,Passenger,2,0,2,21,23,8.70
December 31 2021,El Paso,CO,Passenger,2,1,3,684,687,0.44
November 30 2017,Montgomery,MD,Passenger,1,0,1,308,309,0.32
June 30 2024,Thurston,WA,Truck,137,0,137,53273,53410,0.26
March 31 2021,Clark,NV,Passenger,5,3,8,716,724,1.10
January 31 2023,Tarrant,TX,Passenger,2,0,2,113,115,1.74
June 30 2019,Harnett,NC,Passenger,1,1,2,221,223,0.90
January 31 2023,Wichita,TX,Passenger,1,0,1,39,40,2.50
May 31 2022,Nassau,NY,Passenger,4,0,4,34,38,10.53
November 30 2023,Kittitas,WA,Passenger,448,119,567,29378,29945,1.89
September 30 2024,Orange,CA,Passenger,5,1,6,262,268,2.24
September 30 2022,Lake,IN,Passenger,0,1,1,11,12,8.33
July 31 2020,King,WA,Passenger,24888,7719,32607,1370029,1402636,2.32
July 31 2018,Thurston,WA,Passenger,575,492,1067,193621,194688,0.55
September 30 2018,Norfolk,VA,Passenger,2,2,4,326,330,1.21
March 31 2024,El Paso,CO,Passenger,6,4,10,471,481,2.08
January 31 2019,Collier,FL,Passenger,1,0,1,21,22,4.55
October 31 2018,Ventura,CA,Passenger,0,2,2,332,334,0.60
September 30 2019,Allegheny,PA,Passenger,2,0,2,87,89,2.25
February 28 2023,Placer,CA,Passenger,1,0,1,73,74,1.35
December 31 2022,Lincoln,WA,Passenger,12,18,30,7748,7778,0.39
May 31 2018,Williamson,TX,Passenger,0,1,1,175,176,0.57
August 31 2021,Currituck,NC,Passenger,1,0,1,25,26,3.85
December 31 2017,Wahkiakum,WA,Truck,0,0,0,1671,1671,0.00
October 31 2018,Prince George,VA,Passenger,0,1,1,75,76,1.32
April 30 2024,Charles,MD,Passenger,2,1,3,53,56,5.36
November 30 2022,Whatcom,WA,Passenger,2053,796,2849,148520,151369,1.88
November 30 2024,Jefferson,WA,Truck,31,0,31,8957,8988,0.34
April 30 2020,Harford,MD,Passenger,0,1,1,62,63,1.59
August 31 2020,Okaloosa,FL,Passenger,0,1,1,147,148,0.68
December 31 2021,Moore,NC,Passenger,0,1,1,131,132,0.76
October 31 2019,Thurston,WA,Truck,0,0,0,55607,55607,0.00
October 31 2019,Placer,CA,Passenger,1,0,1,105,106,0.94
June 30 2024,Placer,CA,Passenger,2,0,2,63,65,3.08
January 31 2024,Leavenworth,KS,Passenger,2,1,3,78,81,3.70
September 30 2022,New London,CT,Passenger,2,4,6,199,205,2.93
October 31 2022,Currituck,NC,Passenger,1,0,1,20,21,4.76
September 30 2024,Maricopa,AZ,Passenger,8,1,9,565,574,1.57
December 31 2020,San Mateo,CA,Passenger,2,1,3,127,130,2.31
April 30 2023,Orange,FL,Passenger,2,0,2,72,74,2.70
September 30 2022,Suffolk,VA,Passenger,1,0,1,122,123,0.81
December 31 2019,Allegheny,PA,Passenger,2,0,2,83,85,2.35
November 30 2017,Skagit,WA,Truck,1,0,1,31676,31677,0.00
May 31 2023,Bexar,TX,Passenger,3,3,6,424,430,1.40
December 31 2024,Monterey,CA,Passenger,0,6,6,105,111,5.41
March 31 2024,Forsyth,GA,Passenger,1,0,1,9,10,10.00
December 31 2021,King,WA,Passenger,35424,10191,45615,1357292,1402907,3.25
March 31 2020,Grant,WA,Passenger,58,70,128,65470,65598,0.20
February 29 2020,Fairfax,VA,Passenger,5,2,7,764,771,0.91
August 31 2021,Hudson,NJ,Passenger,1,0,1,44,45,2.22
August 31 2020,Stafford,VA,Passenger,1,1,2,100,102,1.96
August 31 2024,Jefferson,KY,Passenger,1,0,1,29,30,3.33
November 30 2022,Thurston,WA,Truck,34,0,34,54600,54634,0.06
May 31 2018,Anne Arundel,MD,Passenger,0,1,1,445,446,0.22
April 30 2020,Nassau,NY,Passenger,5,0,5,39,44,11.36
January 31 2024,Kern,CA,Passenger,1,1,2,162,164,1.22
July 31 2019,Maui,HI,Passenger,2,0,2,46,48,4.17
September 30 2023,Loudoun,VA,Passenger,2,1,3,61,64,4.69
April 30 2018,Grays Harbor,WA,Passenger,47,51,98,46276,46374,0.21
July 31 2019,Whatcom,WA,Truck,2,0,2,42910,42912,0.00
March 31 2019,Anne Arundel,MD,Passenger,0,1,1,446,447,0.22
May 31 2020,Washoe,NV,Passenger,1,0,1,114,115,0.87
June 30 2024,Albemarle,VA,Passenger,2,0,2,18,20,10.00
February 28 2021,Clark,WA,Passenger,2507,1243,3750,318694,322444,1.16
March 31 2024,Douglas,WA,Passenger,271,89,360,28924,29284,1.23
March 31 2024,Snohomish,WA,Truck,319,0,319,120085,120404,0.26
July 31 2023,Salt Lake,UT,Passenger,4,1,5,136,141,3.55
January 31 2021,Ramsey,MN,Passenger,1,0,1,43,44,2.27
September 30 2023,Santa Clara,CA,Passenger,19,4,23,209,232,9.91
April 30 2021,Bradley,TN,Passenger,1,0,1,0,1,100.00
January 31 2020,Lincoln,WA,Passenger,1,11,12,7786,7798,0.15
April 30 2023,District of Columbia,DC,Passenger,2,0,2,150,152,1.32
December 31 2023,Kings,CA,Passenger,5,2,7,260,267,2.62
October 31 2018,Montgomery,AL,Passenger,1,0,1,49,50,2.00
July 31 2019,Clallam,WA,Truck,1,0,1,21811,21812,0.00
December 31 2023,Marion,OR,Passenger,1,0,1,59,60,1.67
August 31 2021,Gwinnett,GA,Passenger,1,0,1,66,67,1.49
February 28 2022,Wake,NC,Passenger,1,0,1,130,131,0.76
September 30 2019,Douglas,WA,Truck,0,0,0,12269,12269,0.00
October 31 2023,Washington,OR,Passenger,1,0,1,247,248,0.40
March 31 2023,Middlesex,NJ,Passenger,1,0,1,22,23,4.35
May 31 2021,Richmond,NY,Passenger,1,0,1,6,7,14.29
January 31 2023,Washington,OR,Passenger,1,0,1,312,313,0.32
September 30 2023,Providence,RI,Passenger,1,0,1,20,21,4.76
April 30 2019,District of Columbia,DC,Passenger,1,0,1,198,199,0.50
September 30 2023,Jefferson,WA,Truck,12,0,12,9279,9291,0.13
April 30 2024,Richmond,GA,Passenger,0,1,1,48,49,2.04
January 31 2023,Kitsap,WA,Truck,40,0,40,52762,52802,0.08
May 31 2021,Washington,OR,Passenger,1,0,1,426,427,0.23
November 30 2019,San Joaquin,CA,Passenger,1,0,1,145,146,0.68
June 30 2023,San Francisco,CA,Passenger,4,0,4,80,84,4.76
February 29 2024,Cowlitz,WA,Passenger,632,259,891,69550,70441,1.26
September 30 2022,Grays Harbor,WA,Passenger,223,166,389,48712,49101,0.79
August 31 2023,Wake,NC,Passenger,5,0,5,97,102,4.90
February 28 2023,Benton,WA,Truck,15,0,15,43304,43319,0.03
August 31 2023,Benton,WA,Truck,27,0,27,43161,43188,0.06
September 30 2024,Hamilton,OH,Passenger,2,0,2,27,29,6.90
August 31 2020,San Diego,CA,Passenger,16,3,19,2746,2765,0.69
January 31 2020,Wahkiakum,WA,Passenger,4,5,9,3035,3044,0.30
December 31 2019,Prince George's,MD,Passenger,1,1,2,180,182,1.10
July 31 2019,Columbia,WA,Truck,0,0,0,1529,1529,0.00
May 31 2022,Washoe,NV,Passenger,1,0,1,77,78,1.28
July 31 2024,Charlottesville,VA,Passenger,0,1,1,5,6,16.67
April 30 2021,Garfield,WA,Passenger,0,2,2,1372,1374,0.15
March 31 2022,Dallas,TX,Passenger,1,0,1,147,148,0.68
October 31 2022,Leavenworth,KS,Passenger,1,1,2,92,94,2.13
May 31 2024,Fairfax,VA,Truck,1,0,1,78,79,1.27
October 31 2019,Walla Walla,WA,Passenger,62,63,125,36305,36430,0.34
May 31 2021,Mason,WA,Passenger,207,130,337,48085,48422,0.70
February 29 2024,Kittitas,WA,Passenger,488,124,612,29471,30083,2.03
January 31 2021,Ferry,WA,Truck,0,0,0,3607,3607,0.00
September 30 2022,Ada,ID,Passenger,2,0,2,181,183,1.09
January 31 2024,Harris,TX,Passenger,2,2,4,139,143,2.80
January 31 2018,Allegheny,PA,Passenger,1,0,1,87,88,1.14
August 31 2021,Louisa,VA,Passenger,0,1,1,1,2,50.00
April 30 2023,Benton,WA,Passenger,1088,549,1637,135353,136990,1.19
March 31 2017,Cowlitz,WA,Passenger,51,48,99,69286,69385,0.14
July 31 2018,Dale,AL,Passenger,0,1,1,57,58,1.72
March 31 2021,Pend Oreille,WA,Passenger,12,6,18,9271,9289,0.19
June 30 2021,Lincoln,WA,Passenger,5,13,18,7729,7747,0.23
January 31 2017,Grays Harbor,WA,Truck,0,0,0,19857,19857,0.00
July 31 2023,Mohave,AZ,Passenger,1,0,1,42,43,2.33
March 31 2023,Charles,MD,Passenger,1,1,2,57,59,3.39
August 31 2017,Volusia,FL,Passenger,0,1,1,47,48,2.08
July 31 2023,Isle of Wight,VA,Passenger,0,1,1,18,19,5.26
May 31 2019,Snohomish,WA,Passenger,3372,1563,4935,530115,535050,0.92
October 31 2022,Mason,WA,Passenger,346,180,526,46869,47395,1.11
April 30 2018,Ferry,WA,Truck,0,0,0,3498,3498,0.00
October 31 2019,New London,CT,Passenger,0,1,1,239,240,0.42
March 31 2024,Bay,FL,Passenger,1,0,1,21,22,4.55
February 28 2017,Allegheny,PA,Passenger,1,0,1,92,93,1.08
April 30 2017,Harnett,NC,Passenger,1,0,1,260,261,0.38
July 31 2024,Travis,TX,Passenger,1,1,2,61,63,3.17
May 31 2018,Clark,WA,Truck,0,0,0,78884,78884,0.00
December 31 2023,Rockdale,GA,Passenger,1,0,1,8,9,11.11
October 31 2019,Sangamon,IL,Passenger,1,0,1,5,6,16.67
January 31 2020,Snohomish,WA,Passenger,4242,1708,5950,537639,543589,1.09
August 31 2018,San Juan,WA,Passenger,152,66,218,14144,14362,1.52
July 31 2021,Spokane,WA,Truck,0,0,0,102214,102214,0.00
January 31 2017,Virginia Beach,VA,Passenger,2,1,3,652,655,0.46
September 30 2024,Cowlitz,WA,Truck,28,0,28,27703,27731,0.10
November 30 2017,Santa Clara,CA,Passenger,7,1,8,399,407,1.97
March 31 2019,Harnett,NC,Passenger,1,0,1,222,223,0.45
April 30 2018,DuPage,IL,Passenger,1,0,1,66,67,1.49
January 31 2021,Santa Cruz,CA,Passenger,1,0,1,30,31,3.23
November 30 2022,Platte,MO,Passenger,1,0,1,23,24,4.17
August 31 2017,Franklin,OH,Passenger,0,1,1,116,117,0.85
October 31 2018,Allegheny,PA,Passenger,1,0,1,90,91,1.10
August 31 2023,Newport,RI,Passenger,0,1,1,57,58,1.72
June 30 2022,Bell,TX,Passenger,1,0,1,327,328,0.30
October 31 2019,Adams,WA,Passenger,6,6,12,12900,12912,0.09
December 31 2020,Carson City,NV,Passenger,1,0,1,12,13,7.69
October 31 2019,Travis,TX,Passenger,4,1,5,220,225,2.22
July 31 2017,Pend Oreille,WA,Truck,0,0,0,5582,5582,0.00
April 30 2020,Ramsey,MN,Passenger,1,0,1,48,49,2.04
March 31 2021,Shelby,OH,Passenger,0,1,1,3,4,25.00
July 31 2023,Kittitas,WA,Truck,10,0,10,14595,14605,0.07
August 31 2021,Loudoun,VA,Passenger,1,0,1,75,76,1.32
January 31 2017,Manatee,FL,Passenger,1,0,1,62,63,1.59
June 30 2019,Manassas,VA,Passenger,0,1,1,9,10,10.00
May 31 2017,Walla Walla,WA,Truck,0,0,0,13186,13186,0.00
April 30 2017,Salt Lake,UT,Passenger,1,1,2,292,294,0.68
November 30 2024,Muscogee,GA,Passenger,2,2,4,77,81,4.94
June 30 2020,Hennepin,MN,Passenger,3,0,3,98,101,2.97
February 28 2022,Franklin,OH,Passenger,1,0,1,65,66,1.52
September 30 2024,Pulaski,AR,Passenger,1,0,1,21,22,4.55
July 31 2022,Mohave,AZ,Passenger,1,0,1,54,55,1.82
November 30 2021,Clinton,PA,Passenger,1,0,1,0,1,100.00
February 29 2020,San Mateo,CA,Passenger,0,1,1,131,132,0.76
April 30 2020,Prince William,VA,Passenger,2,4,6,227,233,2.58
December 31 2019,Montgomery,OH,Passenger,0,1,1,47,48,2.08
May 31 2022,Harnett,NC,Passenger,3,0,3,172,175,1.71
December 31 2019,Hillsborough,FL,Passenger,0,1,1,197,198,0.51
August 31 2021,Missoula,MT,Passenger,1,0,1,59,60,1.67
November 30 2022,Garfield,WA,Truck,0,0,0,976,976,0.00
January 31 2017,Anne Arundel,MD,Passenger,0,1,1,512,513,0.19
June 30 2018,Bexar,TX,Passenger,2,4,6,763,769,0.78
April 30 2020,Cowlitz,WA,Truck,0,0,0,28755,28755,0.00
August 31 2024,Skagit,WA,Truck,58,0,58,31379,31437,0.18
April 30 2024,Santa Clara,CA,Passenger,16,4,20,177,197,10.15
February 28 2023,Pulaski,MO,Passenger,3,0,3,97,100,3.00
August 31 2020,Mercer,NJ,Passenger,0,1,1,13,14,7.14
May 31 2023,Doña Ana,NM,Passenger,1,0,1,13,14,7.14
February 28 2023,Whatcom,WA,Passenger,2220,822,3042,148411,151453,2.01
April 30 2021,Maricopa,AZ,Passenger,7,7,14,1424,1438,0.97
November 30 2024,Kittitas,WA,Truck,43,0,43,14330,14373,0.30
September 30 2019,,,Passenger,7,2,9,411,420,2.14
November 30 2022,Rock Island,IL,Passenger,0,1,1,13,14,7.14
January 31 2017,Ventura,CA,Passenger,0,2,2,403,405,0.49
June 30 2021,Allen,IN,Passenger,1,0,1,20,21,4.76
February 28 2023,Marion,IN,Passenger,1,0,1,37,38,2.63
May 31 2024,Sedgwick,KS,Passenger,0,1,1,50,51,1.96
June 30 2021,Hampshire,MA,Passenger,1,0,1,8,9,11.11
August 31 2022,Lewis,WA,Passenger,240,179,419,59605,60024,0.70
August 31 2024,Skamania,WA,Passenger,158,56,214,7831,8045,2.66
December 31 2024,Howard,MD,Passenger,1,2,3,46,49,6.12
June 30 2022,Franklin,WA,Truck,0,0,0,20873,20873,0.00
August 31 2020,Fresno,CA,Passenger,1,0,1,196,197,0.51
March 31 2022,Deschutes,OR,Passenger,2,0,2,121,123,1.63
August 31 2023,St. Louis,MO,Passenger,1,0,1,55,56,1.79
August 31 2018,Cowlitz,WA,Passenger,62,81,143,71984,72127,0.20
February 28 2022,Calvert,MD,Passenger,0,2,2,86,88,2.27
March 31 2023,Flathead,MT,Passenger,1,0,1,38,39,2.56
May 31 2023,King,WA,Truck,685,2,687,175622,176309,0.39
September 30 2023,Island,WA,Truck,33,0,33,20872,20905,0.16
May 31 2020,Columbia,WA,Passenger,4,3,7,2406,2413,0.29
March 31 2023,Mercer,NJ,Passenger,0,1,1,12,13,7.69
August 31 2020,Maui,HI,Passenger,2,0,2,32,34,5.88
November 30 2022,King,WA,Truck,337,2,339,178680,179019,0.19
July 31 2019,San Diego,CA,Passenger,11,3,14,2727,2741,0.51
February 28 2021,San Joaquin,CA,Passenger,1,0,1,120,121,0.83
February 29 2024,Boulder,CO,Passenger,1,0,1,23,24,4.17
April 30 2021,Yakima,WA,Passenger,208,139,347,169110,169457,0.20
July 31 2019,DeKalb,GA,Passenger,1,0,1,82,83,1.20
March 31 2017,Stevens,WA,Truck,0,0,0,18296,18296,0.00
January 31 2017,Island,WA,Truck,1,0,1,20507,20508,0.00
September 30 2021,St. Clair,IL,Passenger,1,0,1,137,138,0.72
July 31 2021,Polk,FL,Passenger,1,0,1,73,74,1.35
December 31 2022,Harrison,MS,Passenger,1,0,1,51,52,1.92
December 31 2021,Hamilton,IN,Passenger,2,0,2,31,33,6.06
February 28 2023,Harnett,NC,Passenger,3,0,3,161,164,1.83
November 30 2023,St. Lawrence,NY,Passenger,1,2,3,5,8,37.50
February 28 2022,Wichita,TX,Passenger,1,0,1,44,45,2.22
April 30 2020,Snohomish,WA,Passenger,4398,1741,6139,534918,541057,1.13
February 28 2022,Cumberland,NC,Passenger,1,4,5,407,412,1.21
March 31 2018,District of Columbia,DC,Passenger,0,2,2,190,192,1.04
August 31 2019,Shelby,TN,Passenger,0,1,1,98,99,1.01
June 30 2023,Marin,CA,Passenger,3,2,5,39,44,11.36
June 30 2023,Montgomery,PA,Passenger,1,0,1,22,23,4.35
October 31 2024,Fredericksburg,VA,Passenger,1,0,1,3,4,25.00
May 31 2017,Chelan,WA,Passenger,60,36,96,51876,51972,0.18
September 30 2022,Orange,CA,Passenger,7,3,10,413,423,2.36
August 31 2020,Pend Oreille,WA,Truck,0,0,0,5742,5742,0.00
May 31 2020,Kootenai,ID,Passenger,1,1,2,232,234,0.85
November 30 2020,New London,CT,Passenger,1,2,3,238,241,1.24
May 31 2019,Arlington,VA,Passenger,1,2,3,167,170,1.76
March 31 2024,Charleston,SC,Passenger,0,2,2,48,50,4.00
October 31 2023,Middlesex,NJ,Passenger,1,0,1,18,19,5.26
November 30 2019,Franklin,WA,Passenger,52,74,126,60755,60881,0.21
April 30 2019,San Diego,CA,Passenger,11,3,14,2650,2664,0.53
April 30 2019,Ventura,CA,Passenger,0,2,2,328,330,0.61
April 30 2019,Cowlitz,WA,Truck,0,0,0,28845,28845,0.00
February 28 2022,Lincoln,WA,Truck,0,0,0,4835,4835,0.00
August 31 2019,Spartanburg,SC,Passenger,0,1,1,43,44,2.27
March 31 2021,Philadelphia,PA,Passenger,1,0,1,65,66,1.52
October 31 2020,Columbia,WA,Passenger,4,3,7,2438,2445,0.29
April 30 2021,Fairfax,VA,Passenger,5,3,8,723,731,1.09
April 30 2019,El Paso,CO,Passenger,3,3,6,763,769,0.78
February 28 2018,Norfolk,VA,Passenger,1,1,2,316,318,0.63
January 31 2019,Nantucket,MA,Passenger,1,0,1,4,5,20.00
June 30 2023,Lincoln,OR,Passenger,0,1,1,21,22,4.55
March 31 2024,Lewis,WA,Truck,13,0,13,25664,25677,0.05
August 31 2020,Cowlitz,WA,Truck,0,0,0,28896,28896,0.00
October 31 2021,Jefferson,NY,Passenger,1,0,1,211,212,0.47
March 31 2021,Twin Falls,ID,Passenger,0,1,1,22,23,4.35
January 31 2024,Utah,UT,Passenger,2,0,2,87,89,2.25
July 31 2021,Hamilton,IN,Passenger,2,0,2,38,40,5.00
December 31 2019,Pacific,WA,Passenger,30,30,60,16109,16169,0.37
December 31 2019,Pinal,AZ,Passenger,1,0,1,212,213,0.47
February 28 2017,Clark,WA,Truck,0,0,0,77499,77499,0.00
September 30 2023,Pierce,WA,Passenger,8564,2967,11531,526971,538502,2.14
August 31 2023,Snohomish,WA,Passenger,13945,3215,17160,527092,544252,3.15
June 30 2022,Hudson,NJ,Passenger,2,0,2,41,43,4.65
November 30 2022,Clark,NV,Passenger,10,3,13,573,586,2.22
July 31 2020,San Diego,CA,Passenger,15,3,18,2754,2772,0.65
July 31 2023,Snohomish,WA,Truck,187,0,187,121147,121334,0.15
September 30 2017,Pacific,WA,Passenger,12,9,21,15254,15275,0.14
February 28 2018,Lincoln,WA,Passenger,2,6,8,7592,7600,0.11
June 30 2020,Norfolk,VA,Passenger,2,2,4,331,335,1.19
August 31 2019,Pima,AZ,Passenger,1,1,2,423,425,0.47
August 31 2018,Tarrant,TX,Passenger,1,0,1,219,220,0.45
September 30 2022,Frederick,MD,Passenger,1,0,1,62,63,1.59
September 30 2017,Nassau,NY,Passenger,1,1,2,41,43,4.65
August 31 2020,Prince George's,MD,Passenger,2,1,3,168,171,1.75
February 28 2023,Louisa,VA,Passenger,0,1,1,1,2,50.00
October 31 2024,Clark,WA,Truck,278,0,278,79793,80071,0.35
October 31 2024,Whitman,WA,Passenger,268,139,407,21699,22106,1.84
January 31 2018,Pacific,WA,Truck,0,0,0,7530,7530,0.00
August 31 2017,Clallam,WA,Truck,0,0,0,21061,21061,0.00
January 31 2018,Nassau,NY,Passenger,1,0,1,39,40,2.50
July 31 2023,Lake,IL,Passenger,4,0,4,129,133,3.01
March 31 2022,Cumberland,NC,Passenger,1,4,5,402,407,1.23
May 31 2017,Duval,FL,Passenger,1,1,2,374,376,0.53
May 31 2021,Calvert,MD,Passenger,0,2,2,93,95,2.11
September 30 2023,Sarasota,FL,Passenger,1,0,1,31,32,3.12
January 31 2017,Thurston,WA,Passenger,335,299,634,184870,185504,0.34
April 30 2019,Richland,SC,Passenger,0,1,1,158,159,0.63
June 30 2024,Travis,TX,Passenger,1,1,2,66,68,2.94
January 31 2024,Pulaski,AR,Passenger,1,0,1,25,26,3.85
October 31 2019,Klamath,OR,Passenger,1,0,1,44,45,2.22
November 30 2023,Clark,WA,Passenger,6935,2600,9535,313337,322872,2.95
August 31 2020,Thurston,WA,Passenger,1191,748,1939,196862,198801,0.98
September 30 2017,Richland,SC,Passenger,0,1,1,184,185,0.54
February 28 2023,Brown,WI,Passenger,1,0,1,5,6,16.67
January 31 2019,Pima,AZ,Passenger,1,1,2,434,436,0.46
February 28 2021,Suffolk,VA,Passenger,1,0,1,125,126,0.79
February 29 2020,Albemarle,VA,Passenger,1,0,1,29,30,3.33
February 29 2024,Williamsburg,VA,Passenger,0,1,1,3,4,25.00
June 30 2017,Okanogan,WA,Truck,0,0,0,16199,16199,0.00
May 31 2021,Clark,WA,Truck,0,0,0,84127,84127,0.00
May 31 2024,Pacific,WA,Passenger,111,107,218,15555,15773,1.38
June 30 2024,Whitman,WA,Passenger,232,129,361,21872,22233,1.62
March 31 2018,Alameda,CA,Passenger,0,1,1,364,365,0.27
February 28 2021,Harris,TX,Passenger,1,1,2,260,262,0.76
June 30 2020,Brevard,FL,Passenger,0,1,1,86,87,1.15
December 31 2021,Essex,NJ,Passenger,2,0,2,15,17,11.76
July 31 2022,Randolph,NC,Passenger,1,0,1,4,5,20.00
April 30 2024,Kittitas,WA,Passenger,513,136,649,29440,30089,2.16
April 30 2018,Montgomery,MD,Passenger,1,0,1,302,303,0.33
August 31 2023,El Dorado,CA,Passenger,1,0,1,21,22,4.55
March 31 2021,Skamania,WA,Truck,0,0,0,4025,4025,0.00
May 31 2024,Pinal,AZ,Passenger,3,1,4,77,81,4.94
November 30 2021,Columbia,WA,Truck,0,0,0,1551,1551,0.00
October 31 2024,Cumberland,PA,Passenger,1,0,1,32,33,3.03
January 31 2024,Fairfax,VA,Truck,1,0,1,84,85,1.18
October 31 2024,Volusia,FL,Truck,1,0,1,4,5,20.00
February 29 2024,Cook,IL,Passenger,3,3,6,157,163,3.68
October 31 2024,,,Passenger,3,2,5,217,222,2.25
October 31 2021,Charles,MD,Passenger,1,1,2,72,74,2.70
October 31 2021,Klickitat,WA,Truck,0,0,0,8300,8300,0.00
January 31 2024,Philadelphia,PA,Passenger,0,1,1,39,40,2.50
November 30 2022,St. Louis,MO,Passenger,2,0,2,66,68,2.94
December 31 2019,Placer,CA,Passenger,1,0,1,106,107,0.93
June 30 2024,,,Passenger,3,2,5,232,237,2.11
July 31 2017,Hawaii,HI,Passenger,1,0,1,83,84,1.19
January 31 2018,Orleans,LA,Passenger,0,1,1,44,45,2.22
January 31 2023,Hardin,KY,Passenger,1,0,1,64,65,1.54
July 31 2022,Isle of Wight,VA,Passenger,0,1,1,19,20,5.00
July 31 2019,Carson City,NV,Passenger,1,0,1,11,12,8.33
October 31 2019,Berkshire,MA,Passenger,0,1,1,4,5,20.00
March 31 2019,Thurston,WA,Passenger,800,594,1394,196033,197427,0.71
May 31 2018,Kitsap,WA,Passenger,781,445,1226,177859,179085,0.68
December 31 2024,Chelan,WA,Passenger,964,291,1255,52283,53538,2.34
December 31 2023,Bell,TX,Passenger,2,0,2,241,243,0.82
June 30 2023,Pend Oreille,WA,Truck,0,0,0,5604,5604,0.00
April 30 2018,Grays Harbor,WA,Truck,0,0,0,20124,20124,0.00
December 31 2024,Pima,AZ,Passenger,1,0,1,127,128,0.78
February 28 2022,Suffolk,VA,Passenger,1,0,1,125,126,0.79
April 30 2022,Spokane,WA,Passenger,1505,801,2306,325025,327331,0.70
February 29 2024,Harnett,NC,Passenger,4,1,5,144,149,3.36
September 30 2021,Queens,NY,Passenger,2,0,2,50,52,3.85
September 30 2021,Greene,MO,Passenger,0,1,1,34,35,2.86
October 31 2017,Franklin,MA,Passenger,0,1,1,5,6,16.67
April 30 2020,Muskogee,OK,Passenger,0,1,1,1,2,50.00
July 31 2022,Jefferson,WA,Passenger,443,221,664,24499,25163,2.64
December 31 2024,Walla Walla,WA,Passenger,368,194,562,34282,34844,1.61
April 30 2021,El Paso,CO,Passenger,3,1,4,710,714,0.56
October 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
August 31 2020,Owyhee,ID,Passenger,1,0,1,3,4,25.00
May 31 2023,Henrico,VA,Passenger,0,1,1,16,17,5.88
February 28 2019,Wahkiakum,WA,Passenger,1,1,2,3018,3020,0.07
