Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
June 30 2019,Jefferson,NY,Passenger,0,1,1,216,217,0.46
September 30 2023,Hillsborough,FL,Passenger,3,1,4,121,125,3.20
February 28 2018,Carroll,NH,Passenger,0,1,1,1,2,50.00
May 31 2020,Jefferson,WA,Passenger,234,142,376,24801,25177,1.49
July 31 2018,Moore,NC,Passenger,0,1,1,197,198,0.51
September 30 2019,Charleston,SC,Passenger,1,0,1,117,118,0.85
April 30 2017,Okaloosa,FL,Passenger,1,0,1,193,194,0.52
June 30 2024,Marion,OR,Passenger,1,0,1,54,55,1.82
November 30 2021,Mercer,NJ,Passenger,0,1,1,12,13,7.69
November 30 2023,New Haven,CT,Passenger,1,2,3,25,28,10.71
March 31 2021,Okaloosa,FL,Passenger,0,1,1,140,141,0.71
May 31 2023,Garfield,WA,Truck,0,0,0,975,975,0.00
June 30 2017,Garfield,WA,Truck,0,0,0,939,939,0.00
May 31 2020,Ramsey,MN,Passenger,1,0,1,48,49,2.04
September 30 2022,Juneau,AK,Passenger,0,1,1,33,34,2.94
January 31 2024,King,WA,Passenger,71769,17385,89154,1314831,1403985,6.35
September 30 2022,Orange,NC,Passenger,1,0,1,6,7,14.29
January 31 2024,DuPage,IL,Passenger,3,1,4,34,38,10.53
May 31 2018,Monterey,CA,Passenger,0,1,1,192,193,0.52
May 31 2019,Monroe,IL,Passenger,1,0,1,4,5,20.00
October 31 2017,Kitsap,WA,Truck,1,0,1,52589,52590,0.00
May 31 2019,Lincoln,WA,Truck,0,0,0,4693,4693,0.00
November 30 2024,Middlesex,MA,Passenger,4,0,4,64,68,5.88
November 30 2024,Williamson,TN,Passenger,0,1,1,3,4,25.00
October 31 2023,Hudson,NJ,Passenger,2,0,2,24,26,7.69
September 30 2022,Nueces,TX,Passenger,1,1,2,62,64,3.12
November 30 2019,Cowlitz,WA,Truck,0,0,0,29021,29021,0.00
March 31 2024,El Paso,TX,Passenger,5,2,7,271,278,2.52
May 31 2022,Adams,WA,Truck,0,0,0,5474,5474,0.00
July 31 2021,Williamson,TX,Passenger,0,2,2,127,129,1.55
August 31 2024,Harford,MD,Passenger,2,1,3,39,42,7.14
October 31 2023,Churchill,NV,Passenger,0,1,1,35,36,2.78
April 30 2021,Bartow,GA,Passenger,0,1,1,5,6,16.67
April 30 2024,Kitsap,WA,Truck,135,0,135,51616,51751,0.26
August 31 2019,Mason,WA,Truck,0,0,0,20404,20404,0.00
August 31 2022,Clark,WA,Passenger,4339,1851,6190,314912,321102,1.93
September 30 2022,Williamson,TX,Passenger,0,2,2,95,97,2.06
November 30 2021,Tarrant,TX,Passenger,3,0,3,156,159,1.89
September 30 2021,Lexington,SC,Passenger,1,0,1,28,29,3.45
October 31 2023,Plaquemines,LA,Passenger,1,1,2,19,21,9.52
May 31 2021,Island,WA,Passenger,599,308,907,63008,63915,1.42
December 31 2023,Franklin,WA,Truck,9,0,9,20863,20872,0.04
August 31 2020,Skamania,WA,Truck,0,0,0,4023,4023,0.00
September 30 2021,Lewis,WA,Passenger,184,151,335,59541,59876,0.56
May 31 2024,Skamania,WA,Passenger,148,53,201,7911,8112,2.48
January 31 2020,Orange,CA,Passenger,7,2,9,542,551,1.63
March 31 2020,Dallas,TX,Passenger,1,0,1,217,218,0.46
July 31 2022,St. Louis,MO,Passenger,2,0,2,68,70,2.86
May 31 2023,Hawaii,HI,Passenger,1,0,1,34,35,2.86
November 30 2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
October 31 2018,Island,WA,Passenger,244,216,460,62979,63439,0.73
January 31 2021,Franklin,WA,Truck,0,0,0,20481,20481,0.00
July 31 2017,Klickitat,WA,Truck,0,0,0,7942,7942,0.00
December 31 2019,Lincoln,WA,Truck,0,0,0,4680,4680,0.00
July 31 2019,Manatee,FL,Passenger,1,0,1,37,38,2.63
January 31 2023,Mohave,AZ,Passenger,1,0,1,47,48,2.08
May 31 2023,Hamilton,OH,Truck,1,0,1,3,4,25.00
June 30 2022,Deschutes,OR,Passenger,2,0,2,107,109,1.83
February 29 2024,Franklin,WA,Truck,11,0,11,20846,20857,0.05
May 31 2021,Anne Arundel,MD,Passenger,3,1,4,392,396,1.01
July 31 2022,Lake,IN,Passenger,0,1,1,10,11,9.09
October 31 2024,Norfolk,VA,Passenger,0,1,1,201,202,0.50
November 30 2019,Clay,FL,Passenger,0,1,1,89,90,1.11
July 31 2021,Collier,FL,Passenger,1,0,1,21,22,4.55
April 30 2024,Atlantic,NJ,Passenger,1,0,1,8,9,11.11
December 31 2020,Howard,IN,Passenger,0,1,1,4,5,20.00
January 31 2022,Cowlitz,WA,Passenger,273,164,437,71240,71677,0.61
May 31 2019,Kalamazoo,MI,Passenger,1,0,1,14,15,6.67
July 31 2019,Cook,IL,Passenger,1,0,1,250,251,0.40
October 31 2023,Arapahoe,CO,Passenger,1,1,2,71,73,2.74
November 30 2021,Snohomish,WA,Passenger,6830,2220,9050,537838,546888,1.65
October 31 2022,Duval,FL,Passenger,1,2,3,292,295,1.02
February 28 2023,New London,CT,Passenger,2,4,6,194,200,3.00
October 31 2021,Randolph,NC,Passenger,1,0,1,5,6,16.67
April 30 2022,New York,NY,Passenger,2,0,2,47,49,4.08
November 30 2018,Maui,HI,Passenger,2,0,2,53,55,3.64
July 31 2020,Okanogan,WA,Passenger,37,33,70,25911,25981,0.27
April 30 2021,Williamson,TX,Passenger,0,2,2,137,139,1.44
September 30 2024,Skagit,WA,Truck,61,0,61,31243,31304,0.19
January 31 2018,DeKalb,GA,Passenger,1,0,1,86,87,1.15
February 28 2022,Galveston,TX,Passenger,0,1,1,23,24,4.17
December 31 2020,Montgomery,PA,Passenger,1,0,1,26,27,3.70
January 31 2024,Ulster,NY,Passenger,1,0,1,6,7,14.29
September 30 2018,Columbia,WA,Passenger,2,2,4,2430,2434,0.16
August 31 2020,Okanogan,WA,Passenger,40,33,73,25965,26038,0.28
September 30 2023,Newport News,VA,Passenger,1,0,1,102,103,0.97
June 30 2023,Cumberland,PA,Passenger,1,0,1,41,42,2.38
November 30 2023,Snohomish,WA,Passenger,15554,3492,19046,526574,545620,3.49
October 31 2017,Island,WA,Passenger,138,154,292,61029,61321,0.48
January 31 2022,San Diego,CA,Passenger,18,5,23,2567,2590,0.89
September 30 2022,Maricopa,AZ,Passenger,18,3,21,1069,1090,1.93
October 31 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
August 31 2023,St. Louis,MN,Passenger,0,1,1,6,7,14.29
January 31 2018,Dakota,MN,Passenger,0,2,2,42,44,4.55
March 31 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
January 31 2024,Franklin,WA,Passenger,393,169,562,62313,62875,0.89
May 31 2020,Whatcom,WA,Passenger,1061,494,1555,149182,150737,1.03
June 30 2023,Grays Harbor,WA,Passenger,296,187,483,48314,48797,0.99
May 31 2018,Tarrant,TX,Passenger,1,0,1,221,222,0.45
September 30 2019,Pacific,WA,Truck,0,0,0,7670,7670,0.00
November 30 2018,Williamson,TX,Passenger,0,1,1,165,166,0.60
April 30 2018,Flathead,MT,Passenger,1,0,1,60,61,1.64
March 31 2021,Leavenworth,KS,Passenger,0,1,1,108,109,0.92
August 31 2018,DuPage,IL,Passenger,1,0,1,59,60,1.67
January 31 2024,Oldham,KY,Passenger,0,1,1,4,5,20.00
March 31 2023,Pierce,WA,Truck,126,0,126,137892,138018,0.09
October 31 2018,Klickitat,WA,Passenger,24,31,55,15384,15439,0.36
May 31 2018,Douglas,WA,Passenger,44,31,75,27539,27614,0.27
May 31 2019,Solano,CA,Passenger,1,0,1,220,221,0.45
December 31 2023,DuPage,IL,Passenger,3,1,4,35,39,10.26
September 30 2024,Williamson,TX,Passenger,1,0,1,43,44,2.27
July 31 2024,Island,WA,Passenger,1533,553,2086,60635,62721,3.33
July 31 2017,Stevens,WA,Passenger,8,23,31,31390,31421,0.10
January 31 2020,El Paso,TX,Passenger,3,0,3,445,448,0.67
September 30 2020,Middlesex,MA,Passenger,1,0,1,97,98,1.02
January 31 2022,San Bernardino,CA,Passenger,2,1,3,395,398,0.75
March 31 2024,Kent,MI,Passenger,1,0,1,16,17,5.88
January 31 2020,Shelby,OH,Passenger,0,1,1,2,3,33.33
February 28 2017,Thurston,WA,Truck,0,0,0,53316,53316,0.00
May 31 2021,Mason,WA,Truck,0,0,0,21324,21324,0.00
September 30 2021,Kitsap,WA,Passenger,1994,900,2894,180408,183302,1.58
June 30 2019,Yakima,WA,Passenger,105,104,209,165101,165310,0.13
November 30 2019,Washoe,NV,Passenger,1,0,1,117,118,0.85
September 30 2022,Boulder,CO,Passenger,2,0,2,46,48,4.17
March 31 2018,Clay,FL,Passenger,0,1,1,101,102,0.98
December 31 2017,Allegheny,PA,Passenger,1,0,1,87,88,1.14
September 30 2019,Camden,NJ,Passenger,0,1,1,23,24,4.17
November 30 2024,Cowlitz,WA,Truck,30,0,30,27381,27411,0.11
December 31 2021,San Juan,WA,Truck,0,0,0,5999,5999,0.00
February 28 2018,Okanogan,WA,Truck,0,0,0,16304,16304,0.00
November 30 2024,Jefferson,WA,Passenger,810,328,1138,23573,24711,4.61
May 31 2021,El Paso,CO,Passenger,3,1,4,703,707,0.57
September 30 2023,Clark,NV,Passenger,7,3,10,478,488,2.05
September 30 2024,Charlottesville,VA,Passenger,0,1,1,5,6,16.67
May 31 2024,Macomb,MI,Passenger,1,0,1,23,24,4.17
June 30 2022,Harnett,NC,Passenger,3,0,3,173,176,1.70
November 30 2019,Grant,WA,Passenger,53,63,116,65482,65598,0.18
December 31 2019,Broward,FL,Passenger,2,1,3,129,132,2.27
February 28 2019,Kern,CA,Passenger,0,1,1,232,233,0.43
April 30 2023,Clark,NV,Passenger,10,3,13,529,542,2.40
December 31 2024,Kings,CA,Passenger,2,1,3,220,223,1.35
November 30 2019,Solano,CA,Passenger,1,0,1,208,209,0.48
September 30 2024,Monterey,CA,Passenger,0,6,6,113,119,5.04
April 30 2019,Klamath,OR,Passenger,1,0,1,43,44,2.27
September 30 2023,Clallam,WA,Passenger,614,298,912,48931,49843,1.83
November 30 2022,Brown,WI,Passenger,1,0,1,7,8,12.50
July 31 2020,Lake,FL,Passenger,1,0,1,26,27,3.70
December 31 2021,Ray,MO,Passenger,0,1,1,1,2,50.00
February 28 2019,Whitman,WA,Truck,0,0,0,8495,8495,0.00
December 31 2018,Island,WA,Passenger,276,225,501,63110,63611,0.79
December 31 2018,Saratoga,NY,Passenger,1,0,1,60,61,1.64
May 31 2021,Pulaski,MO,Passenger,1,0,1,137,138,0.72
July 31 2023,,,Passenger,6,1,7,280,287,2.44
December 31 2023,Mason,WA,Passenger,552,223,775,46157,46932,1.65
August 31 2019,Oklahoma,OK,Passenger,0,1,1,136,137,0.73
July 31 2019,Flathead,MT,Passenger,1,0,1,72,73,1.37
May 31 2018,Kootenai,ID,Passenger,0,1,1,228,229,0.44
January 31 2019,San Francisco,CA,Passenger,2,2,4,118,122,3.28
April 30 2022,Prince William,VA,Passenger,1,4,5,209,214,2.34
April 30 2022,Multnomah,OR,Passenger,1,4,5,620,625,0.80
December 31 2023,Hennepin,MN,Passenger,1,0,1,41,42,2.38
March 31 2024,Boulder,CO,Passenger,1,0,1,23,24,4.17
June 30 2022,Sussex,NJ,Passenger,1,0,1,2,3,33.33
January 31 2017,Mercer,NJ,Passenger,0,1,1,21,22,4.55
December 31 2022,Virginia Beach,VA,Passenger,2,1,3,522,525,0.57
February 28 2022,Prince George's,MD,Passenger,2,1,3,157,160,1.88
December 31 2018,Montgomery,TX,Passenger,2,0,2,66,68,2.94
January 31 2019,Santa Cruz,CA,Passenger,1,0,1,44,45,2.22
May 31 2023,Dallas,TX,Passenger,3,0,3,104,107,2.80
February 28 2017,Muscogee,GA,Passenger,0,1,1,256,257,0.39
January 31 2024,San Bernardino,CA,Passenger,3,1,4,304,308,1.30
November 30 2019,Shelby,TN,Passenger,0,1,1,101,102,0.98
August 31 2024,Contra Costa,CA,Passenger,3,0,3,124,127,2.36
December 31 2021,Montgomery,TX,Passenger,1,1,2,46,48,4.17
August 31 2023,Berkeley,SC,Passenger,1,1,2,113,115,1.74
August 31 2017,Bergen,NJ,Passenger,0,2,2,30,32,6.25
November 30 2022,Clark,WA,Truck,39,0,39,81916,81955,0.05
August 31 2022,Wahkiakum,WA,Passenger,24,12,36,3076,3112,1.16
February 28 2023,Adams,CO,Passenger,1,0,1,36,37,2.70
August 31 2017,Columbia,WA,Passenger,1,1,2,2353,2355,0.08
July 31 2020,Arlington,VA,Passenger,0,2,2,156,158,1.27
January 31 2024,Jefferson,WA,Truck,19,0,19,9242,9261,0.21
February 28 2019,New London,CT,Passenger,0,1,1,240,241,0.41
September 30 2017,Garfield,WA,Truck,0,0,0,938,938,0.00
November 30 2019,New London,CT,Passenger,0,1,1,239,240,0.42
August 31 2021,Chatham,NC,Passenger,1,0,1,6,7,14.29
January 31 2020,Asotin,WA,Passenger,17,11,28,12716,12744,0.22
August 31 2018,Asotin,WA,Truck,0,0,0,6647,6647,0.00
October 31 2023,Jefferson,NY,Passenger,2,0,2,196,198,1.01
May 31 2024,Harris,TX,Passenger,1,3,4,123,127,3.15
April 30 2019,St. Mary's,MD,Passenger,1,0,1,210,211,0.47
June 30 2022,Charles,MD,Passenger,1,1,2,60,62,3.23
January 31 2020,Garfield,WA,Truck,0,0,0,967,967,0.00
April 30 2018,Prince George's,MD,Passenger,1,1,2,191,193,1.04
June 30 2021,Columbia,OR,Passenger,1,0,1,21,22,4.55
July 31 2018,Collier,FL,Passenger,1,0,1,25,26,3.85
October 31 2020,Williams,ND,Passenger,0,1,1,10,11,9.09
April 30 2020,Franklin,WA,Truck,0,0,0,19836,19836,0.00
October 31 2019,Ada,ID,Passenger,0,2,2,325,327,0.61
February 28 2017,Saratoga,NY,Passenger,1,1,2,77,79,2.53
March 31 2023,Honolulu,HI,Passenger,4,3,7,355,362,1.93
July 31 2019,Skagit,WA,Passenger,309,209,518,92178,92696,0.56
July 31 2019,Deschutes,OR,Passenger,3,0,3,171,174,1.72
May 31 2021,Columbia,WA,Truck,0,0,0,1550,1550,0.00
July 31 2024,Platte,MO,Passenger,2,0,2,14,16,12.50
April 30 2019,Sumter,FL,Passenger,0,1,1,10,11,9.09
August 31 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
November 30 2019,Lincoln,WA,Passenger,1,11,12,7797,7809,0.15
August 31 2020,Washington,OR,Passenger,1,0,1,465,466,0.21
April 30 2017,Madison,ID,Passenger,1,0,1,39,40,2.50
January 31 2024,Nassau,NY,Passenger,2,0,2,20,22,9.09
November 30 2017,Lake,CA,Passenger,0,1,1,10,11,9.09
July 31 2024,Doña Ana,NM,Passenger,1,0,1,11,12,8.33
February 28 2022,Manassas,VA,Passenger,0,1,1,7,8,12.50
September 30 2019,Lincoln,WA,Passenger,2,10,12,7806,7818,0.15
February 29 2024,Ferry,WA,Truck,0,0,0,3531,3531,0.00
November 30 2019,Volusia,FL,Passenger,0,1,1,44,45,2.22
December 31 2020,Camden,NJ,Passenger,0,1,1,19,20,5.00
March 31 2022,Fairfax,VA,Passenger,5,2,7,667,674,1.04
August 31 2023,Essex,MA,Passenger,1,0,1,14,15,6.67
September 30 2022,Snohomish,WA,Truck,59,0,59,122890,122949,0.05
April 30 2024,Columbia,GA,Passenger,1,0,1,73,74,1.35
October 31 2021,Garfield,WA,Passenger,0,3,3,1349,1352,0.22
August 31 2023,El Paso,CO,Passenger,5,3,8,525,533,1.50
November 30 2024,Hudson,NJ,Passenger,1,0,1,18,19,5.26
October 31 2021,Benton,WA,Passenger,593,426,1019,135828,136847,0.74
March 31 2020,Kent,MI,Passenger,0,1,1,29,30,3.33
May 31 2017,Whatcom,WA,Truck,2,0,2,41509,41511,0.00
August 31 2024,Riverside,CA,Passenger,5,0,5,359,364,1.37
June 30 2018,Pinal,AZ,Passenger,2,0,2,218,220,0.91
September 30 2023,San Mateo,CA,Passenger,3,0,3,74,77,3.90
January 31 2024,Beaufort,SC,Passenger,1,0,1,31,32,3.12
June 30 2021,Juneau,AK,Passenger,0,1,1,31,32,3.12
December 31 2019,Grays Harbor,WA,Passenger,105,98,203,48383,48586,0.42
March 31 2020,Douglas,WA,Passenger,71,40,111,28164,28275,0.39
December 31 2020,Cowlitz,WA,Truck,0,0,0,28918,28918,0.00
August 31 2023,Salt Lake,UT,Passenger,4,1,5,129,134,3.73
November 30 2024,Middlesex,NJ,Passenger,1,0,1,17,18,5.56
October 31 2024,Snohomish,WA,Truck,536,0,536,117759,118295,0.45
December 31 2017,Pend Oreille,WA,Passenger,3,4,7,9441,9448,0.07
November 30 2023,Monterey,CA,Truck,1,0,1,27,28,3.57
February 28 2021,Alameda,CA,Passenger,4,0,4,273,277,1.44
February 28 2019,Portsmouth,VA,Passenger,0,1,1,79,80,1.25
June 30 2022,Okanogan,WA,Passenger,81,50,131,26347,26478,0.49
August 31 2022,Mason,WA,Passenger,327,170,497,46926,47423,1.05
July 31 2018,Ventura,CA,Passenger,0,2,2,332,334,0.60
January 31 2023,DuPage,IL,Passenger,2,1,3,45,48,6.25
April 30 2024,Clark,WA,Passenger,8005,2876,10881,313839,324720,3.35
September 30 2020,Island,WA,Passenger,444,279,723,62730,63453,1.14
February 28 2022,Douglas,WA,Truck,0,0,0,12677,12677,0.00
September 30 2017,Skamania,WA,Truck,0,0,0,3876,3876,0.00
July 31 2018,Santa Rosa,FL,Passenger,1,0,1,96,97,1.03
November 30 2022,Santa Clara,CA,Passenger,17,5,22,256,278,7.91
April 30 2023,Clackamas,OR,Passenger,0,1,1,139,140,0.71
April 30 2023,Klickitat,WA,Passenger,138,61,199,15121,15320,1.30
February 28 2022,Duval,FL,Passenger,0,2,2,324,326,0.61
March 31 2020,Kern,CA,Passenger,0,1,1,219,220,0.45
August 31 2022,Salt Lake,UT,Passenger,2,1,3,157,160,1.88
May 31 2021,Fairbanks North Star,AK,Passenger,0,1,1,93,94,1.06
September 30 2018,Benton,WA,Truck,0,0,0,41336,41336,0.00
November 30 2017,Travis,TX,Passenger,1,1,2,193,195,1.03
February 28 2021,Fulton,GA,Passenger,0,3,3,96,99,3.03
May 31 2020,Orange,NC,Passenger,1,0,1,13,14,7.14
May 31 2018,Frederick,MD,Passenger,0,1,1,85,86,1.16
November 30 2022,Botetourt,VA,Passenger,1,0,1,0,1,100.00
March 31 2023,Stevens,WA,Passenger,102,59,161,29721,29882,0.54
January 31 2017,Grays Harbor,WA,Passenger,27,24,51,44309,44360,0.11
October 31 2017,Columbia,WA,Passenger,1,1,2,2394,2396,0.08
October 31 2022,New York,NY,Passenger,2,0,2,38,40,5.00
January 31 2017,Okanogan,WA,Truck,0,0,0,16370,16370,0.00
January 31 2023,Ferry,WA,Passenger,24,4,28,4334,4362,0.64
December 31 2022,Monterey,CA,Passenger,0,4,4,141,145,2.76
December 31 2021,Kootenai,ID,Passenger,0,1,1,205,206,0.49
August 31 2024,Rock Island,IL,Passenger,0,1,1,10,11,9.09
November 30 2020,Benton,WA,Truck,0,0,0,43093,43093,0.00
November 30 2023,Asotin,WA,Passenger,40,24,64,12262,12326,0.52
May 31 2021,Maricopa,AZ,Passenger,7,7,14,1402,1416,0.99
February 28 2023,Goochland,VA,Passenger,2,2,4,111,115,3.48
August 31 2024,Kauai,HI,Passenger,0,1,1,16,17,5.88
October 31 2020,Pierce,WA,Passenger,2659,1733,4392,554210,558602,0.79
June 30 2020,Okanogan,WA,Passenger,36,32,68,25836,25904,0.26
June 30 2021,Fairfax,VA,Passenger,5,3,8,720,728,1.10
September 30 2022,Sarasota,FL,Passenger,1,0,1,36,37,2.70
September 30 2024,Calvert,MD,Passenger,1,1,2,63,65,3.08
March 31 2022,Ray,MO,Passenger,0,1,1,1,2,50.00
June 30 2020,Wilson,TX,Passenger,0,1,1,6,7,14.29
November 30 2019,Adams,WA,Truck,0,0,0,5182,5182,0.00
August 31 2024,Asotin,WA,Passenger,54,28,82,12258,12340,0.66
August 31 2020,El Paso,TX,Passenger,3,0,3,417,420,0.71
February 29 2024,Fairfax,VA,Truck,1,0,1,82,83,1.20
February 29 2024,Doña Ana,NM,Passenger,1,0,1,14,15,6.67
August 31 2021,Ferry,WA,Passenger,9,3,12,4384,4396,0.27
April 30 2022,Larimer,CO,Passenger,1,0,1,49,50,2.00
July 31 2024,Kootenai,ID,Truck,1,0,1,19,20,5.00
April 30 2024,Oldham,KY,Passenger,0,1,1,4,5,20.00
September 30 2020,Hudson,NJ,Passenger,1,0,1,43,44,2.27
January 31 2021,Lane,OR,Passenger,0,1,1,151,152,0.66
April 30 2022,Monterey,CA,Passenger,0,3,3,149,152,1.97
June 30 2022,Skagit,WA,Truck,3,0,3,32307,32310,0.01
February 29 2020,Clark,WA,Truck,0,0,0,81945,81945,0.00
February 28 2021,Walla Walla,WA,Passenger,105,69,174,36100,36274,0.48
November 30 2020,Island,WA,Passenger,480,286,766,62768,63534,1.21
February 28 2023,Marion,OR,Passenger,1,0,1,93,94,1.06
March 31 2020,Prince William,VA,Passenger,2,4,6,233,239,2.51
January 31 2018,Prince George's,MD,Passenger,0,1,1,183,184,0.54
November 30 2024,Shelby,TN,Passenger,1,1,2,45,47,4.26
August 31 2023,New London,CT,Passenger,1,4,5,185,190,2.63
April 30 2021,Leavenworth,KS,Passenger,0,1,1,109,110,0.91
February 29 2024,Wichita,TX,Passenger,1,0,1,31,32,3.12
June 30 2018,Island,WA,Truck,0,0,0,20933,20933,0.00
December 31 2021,Lincoln,OR,Passenger,0,1,1,36,37,2.70
March 31 2022,Providence,RI,Passenger,1,0,1,23,24,4.17
August 31 2023,Deschutes,OR,Passenger,1,0,1,83,84,1.19
September 30 2022,Franklin,OH,Passenger,1,0,1,67,68,1.47
May 31 2018,Flathead,MT,Passenger,1,0,1,59,60,1.67
February 28 2022,Carson City,NV,Passenger,1,0,1,9,10,10.00
August 31 2022,Louisa,VA,Passenger,0,1,1,1,2,50.00
August 31 2024,Anne Arundel,MD,Truck,1,0,1,37,38,2.63
April 30 2018,Manassas,VA,Passenger,0,1,1,9,10,10.00
October 31 2024,Churchill,NV,Passenger,0,1,1,30,31,3.23
January 31 2023,Hays,TX,Passenger,1,0,1,12,13,7.69
February 28 2021,Washington,OR,Passenger,1,0,1,437,438,0.23
October 31 2024,Muscogee,GA,Passenger,2,2,4,79,83,4.82
February 29 2024,Salt Lake,UT,Passenger,5,1,6,114,120,5.00
January 31 2020,Queens,NY,Passenger,1,0,1,53,54,1.85
July 31 2017,DeKalb,IN,Passenger,1,0,1,1,2,50.00
March 31 2023,Garfield,WA,Passenger,1,3,4,1310,1314,0.30
May 31 2019,Honolulu,HI,Passenger,2,3,5,521,526,0.95
December 31 2022,Rockdale,GA,Passenger,1,0,1,9,10,10.00
August 31 2019,DeKalb,GA,Passenger,1,0,1,83,84,1.19
June 30 2023,Anne Arundel,MD,Truck,1,0,1,46,47,2.13
April 30 2024,Otero,NM,Passenger,0,1,1,23,24,4.17
April 30 2021,Frederick,MD,Passenger,1,1,2,64,66,3.03
September 30 2024,Hardin,KY,Truck,1,0,1,20,21,4.76
May 31 2018,Adams,WA,Truck,0,0,0,5154,5154,0.00
May 31 2022,Pacific,WA,Truck,0,0,0,7938,7938,0.00
February 28 2023,Stevens,WA,Passenger,99,57,156,29842,29998,0.52
July 31 2019,Broward,FL,Passenger,2,1,3,130,133,2.26
January 31 2024,Muscogee,GA,Passenger,2,2,4,99,103,3.88
April 30 2021,Wichita,TX,Passenger,1,0,1,43,44,2.27
February 29 2024,El Paso,CO,Truck,1,0,1,138,139,0.72
November 30 2017,Wahkiakum,WA,Passenger,0,2,2,2869,2871,0.07
November 30 2021,Lee,FL,Passenger,1,0,1,38,39,2.56
May 31 2023,Cook,IL,Passenger,3,2,5,180,185,2.70
December 31 2019,Santa Clara,CA,Passenger,10,2,12,374,386,3.11
June 30 2021,Hamilton,IN,Passenger,2,0,2,38,40,5.00
October 31 2023,Virginia Beach,VA,Passenger,4,2,6,475,481,1.25
April 30 2018,Washtenaw,MI,Passenger,1,0,1,38,39,2.56
February 29 2020,Washtenaw,MI,Passenger,1,0,1,41,42,2.38
June 30 2018,Caddo,LA,Passenger,0,1,1,25,26,3.85
June 30 2022,Loudoun,VA,Passenger,2,1,3,68,71,4.23
December 31 2020,,,Passenger,5,1,6,363,369,1.63
April 30 2024,San Luis Obispo,CA,Passenger,0,1,1,37,38,2.63
March 31 2018,St. Clair,IL,Passenger,0,1,1,159,160,0.62
July 31 2024,El Paso,TX,Passenger,4,2,6,242,248,2.42
January 31 2021,Suffolk,MA,Passenger,0,2,2,35,37,5.41
November 30 2018,Franklin,MA,Passenger,0,1,1,2,3,33.33
September 30 2023,Pierce,WA,Truck,193,0,193,135694,135887,0.14
July 31 2020,Stevens,WA,Truck,0,0,0,18661,18661,0.00
February 28 2017,Columbia,WA,Truck,0,0,0,1529,1529,0.00
January 31 2023,San Francisco,CA,Passenger,3,0,3,84,87,3.45
September 30 2023,Hoke,NC,Passenger,1,0,1,67,68,1.47
March 31 2021,Asotin,WA,Passenger,17,14,31,12550,12581,0.25
January 31 2024,Island,WA,Truck,43,0,43,20745,20788,0.21
October 31 2020,Whitman,WA,Truck,0,0,0,8487,8487,0.00
March 31 2023,Newport,RI,Passenger,0,1,1,59,60,1.67
July 31 2024,Washtenaw,MI,Passenger,0,2,2,18,20,10.00
September 30 2024,Goochland,VA,Passenger,1,0,1,27,28,3.57
July 31 2021,Jones,GA,Passenger,1,0,1,1,2,50.00
December 31 2024,King,WA,Truck,2068,2,2070,163474,165544,1.25
October 31 2017,San Juan,WA,Passenger,127,40,167,13754,13921,1.20
July 31 2024,Burlington,NJ,Passenger,0,1,1,70,71,1.41
October 31 2019,Queens,NY,Passenger,1,0,1,52,53,1.89
August 31 2023,Washtenaw,MI,Passenger,0,2,2,26,28,7.14
February 28 2022,Douglas,NE,Passenger,1,2,3,53,56,5.36
April 30 2017,Yakima,WA,Passenger,38,54,92,159256,159348,0.06
